Timestamp,Region,Country,Channel Name,Logo,Channel Page,Satellite,Position,Frequency,System,SRFEC,Encryption,Packages,Lang.,BeamEIRP (dBW),Source,error,Empty 0
"20150102195325","South America","Chile","Graneros TV","http://web.archive.org/web/20141219220748/http://www.lyngsat-logo.com/tvchannel/cl/Graneros-TV.html","","","","","","","","","","","","",""
"20150102195325","South America","Chile","Iquique TV","http://web.archive.org/web/20141219220748/http://www.lyngsat-logo.com/tvchannel/cl/Iquique-TV.html","","","","","","","","","","","","",""
"20150102195325","South America","Chile","ITV Patagonia","http://web.archive.org/web/20141219220748/http://www.lyngsat-logo.com/tvchannel/cl/ITV-Patagonia.html","","","","","","","","","","","","",""
"20150102195325","South America","Chile","La Red","http://web.archive.org/web/20141219220748/http://www.lyngsat-logo.com/tvchannel/cl/La-Red.html","http://web.archive.org/web/20141219220748/http://www.lyngsat.com/tvchannels/cl/La-Red.html","Telstar 12, Intelsat 23, Amazonas 2, Amazonas 3, Galaxy 3C","15.0�W, 53.0�W, 61.0�W, 61.0�W, 95.0�W","11860 H, 3882 R, 11422 H, 12092 V, Ku","DVB-S2 8PSK MPEG-4, DVB-S MPEG-2, DVB-S MPEG-2, DVB-S MPEG-2, DSS","45000, 18808 3/4, 28888 3/4, 30000 2/3, ","Betacrypt, , Nagravision 3, Conax, Videoguard","Inter Satelital, , Movistar, Claro Chile, DirecTV Latin America","Sp, Sp, Sp, Sp, Sp","Pan America, West hemi, South America, South America, ","F Gomes 110205, N Chaves 101114, J Verde 130430, J Guti�rrez 100917, A Camargo 050404","",""
"20150102195325","South America","Chile","","","","","","","","","","","","","","",""
"20150102195325","South America","Chile","Ping�ino TV","http://web.archive.org/web/20141219220748/http://www.lyngsat-logo.com/tvchannel/cl/El-Pinguino.html","","","","","","","","","","","","",""
"20150102195325","South America","Chile","Polar TV","","","","","","","","","","","","","",""
"20150102195325","South America","Chile","Puc�n TV","http://web.archive.org/web/20141219220748/http://www.lyngsat-logo.com/tvchannel/cl/Pucon-TV.html","","","","","","","","","","","","",""
"20150102195325","South America","Chile","Rocco TV","http://web.archive.org/web/20141219220748/http://www.lyngsat-logo.com/tvchannel/cl/Rocco-TV.html","","","","","","","","","","","","",""
"20150102195325","South America","Chile","RTC TV","http://web.archive.org/web/20141219220748/http://www.lyngsat-logo.com/tvchannel/cl/RTC-TV.html","","","","","","","","","","","","",""
"20150102195325","South America","Chile","Tele 5 HD","http://web.archive.org/web/20141219220748/http://www.lyngsat-logo.com/tvchannel/cl/Tele-5-HD.html","","","","","","","","","","","","",""
"20150102195325","South America","Chile","Telecanal","http://web.archive.org/web/20141219220748/http://www.lyngsat-logo.com/tvchannel/cl/Telecanal.html","http://web.archive.org/web/20141219220748/http://www.lyngsat.com/tvchannels/cl/Telecanal.html","Intelsat 23, Intelsat 23, Intelsat 21, Amazonas 2","53.0�W, 53.0�W, 58.0�W, 61.0�W","3882 R, 3882 R, 4107 H, 11222 H","DVB-S MPEG-2, DVB-S MPEG-4, DVB-S MPEG-4, DVB-S MPEG-2","18808 3/4, 18808 3/4, 9850 3/4, 28888 3/4","Nagravision 3","Movistar","Sp, Sp, Sp, Sp","West hemi, West hemi, West hemi H, South America","N Chaves 101114, N Chaves 101114, Y Abdellah 141119, J Verde 130427","",""
"20150102195325","South America","Chile","","","","","","","","","","","","","","",""
"20150102195325","South America","Chile","TV Red","http://web.archive.org/web/20141219220748/http://www.lyngsat-logo.com/tvchannel/cl/TV-Red.html","","","","","","","","","","","","",""
"20150102195325","South America","Chile","TV Senado","http://web.archive.org/web/20141219220748/http://www.lyngsat-logo.com/tvchannel/cl/TV-Senado.html","http://web.archive.org/web/20141219220748/http://www.lyngsat.com/tvchannels/cl/TV-Senado.html","Amazonas 2, Telstar 14R","61.0�W, 63.0�W","10768 H, 11640 V","DVB-S MPEG-2, DVB-S MPEG-2","28888 3/4, 18100 7/8","Nagravision 3, ","Movistar, ","Sp, Sp","South America, Southern Cone","J Verde 130425, A Camargo 070605","",""
"20150102195325","South America","Chile","UCV TV","http://web.archive.org/web/20141219220748/http://www.lyngsat-logo.com/tvchannel/cl/UCV-TV.html","http://web.archive.org/web/20141219220748/http://www.lyngsat.com/tvchannels/cl/UCV-TV.html","Amazonas 2, Telstar 14R","61.0�W, 63.0�W","10928 H, 11600 V","DVB-S MPEG-2, DVB-S MPEG-2","28888 3/4, 13744","","","Sp, Sp","South America, Southern Cone","J Toro 140428, F Gomes 091221","",""
"20150102195325","South America","Chile","","","","","","","","","","","","","","",""
"20150102195325","South America","Chile","Valle TV 2","http://web.archive.org/web/20141219220748/http://www.lyngsat-logo.com/webtv/v_1.html","","","","","","","","","","","","",""
"20150102195325","South America","Chile","Vive! Deportes","http://web.archive.org/web/20141219220748/http://www.lyngsat-logo.com/tvchannel/cl/Vive-Deportes.html","http://web.archive.org/web/20141219220748/http://www.lyngsat.com/tvchannels/cl/Vive-Deportes.html","","","","","","","","","","","",""
"20150102195325","South America","Chile","V�a X","http://web.archive.org/web/20141219220748/http://www.lyngsat-logo.com/tvchannel/cl/Via-X.html","http://web.archive.org/web/20141219220748/http://www.lyngsat.com/tvchannels/cl/Via-X.html","Intelsat 23, Amazonas 2, Amazonas 3","53.0�W, 61.0�W, 61.0�W","3932 R, 10928 H, 12172 V","DVB-S MPEG-4, DVB-S MPEG-2, DVB-S MPEG-2","4340, 28888 3/4, 30000 2/3","Nagravision 3, Conax","Movistar, Claro Chile","Sp, Sp, Sp","West hemi, South America, South America","Costactc 120605, J Toro 140428, J Verde 130430","",""
"20150102195325","South America","Chile","Zona Latina","http://web.archive.org/web/20141219220748/http://www.lyngsat-logo.com/tvchannel/cl/Zona-Latina.html","http://web.archive.org/web/20141219220748/http://www.lyngsat.com/tvchannels/cl/Zona-Latina.html","Intelsat 23, Amazonas 2, Amazonas 3","53.0�W, 61.0�W, 61.0�W","3932 R, 10928 H, 11972 V","DVB-S MPEG-4, DVB-S MPEG-2, DVB-S MPEG-2","4340, 28888 3/4, 30000 3/4","Nagravision 3, Conax","Movistar, Claro Chile","Sp, Sp, Sp","West hemi, South America, South America","Costactc 120605, J Toro 140428, J Guti�rrez 100917","",""
"20150102195325","South America","Uruguay","Artigas TV","","","","","","","","","","","","","",""
"20150102195325","South America","Uruguay","Asuntos P�blicos","http://web.archive.org/web/20141219081813/http://www.lyngsat-logo.com/tvchannel/uy/Asuntos-Publicos.html","http://web.archive.org/web/20141219081813/http://www.lyngsat.com/tvchannels/uy/Asuntos-Publicos.html","Telstar 12","15.0�W","12170 H","DVB-S2 QPSK MPEG-4","45000 5/6","","","Sp","Pan America","RadioSat USA 111204","",""
"20150102195325","South America","Uruguay","Canal 10","http://web.archive.org/web/20141219081813/http://www.lyngsat-logo.com/tvchannel/uy/Canal-10.html","","","","","","","","","","","","",""
"20150102195325","South America","Uruguay","Canal 2 Lascano","","","","","","","","","","","","","",""
"20150102195325","South America","Uruguay","Canal 6 Durazno","","","","","","","","","","","","","",""
"20150102195325","South America","Uruguay","Canal 9 Telerocha","","","","","","","","","","","","","",""
"20150102195325","South America","Uruguay","Canal A+V","","","","","","","","","","","","","",""
"20150102195325","South America","Uruguay","Canal Once Punta Del Este","","","","","","","","","","","","","",""
"20150102195325","South America","Uruguay","Canal U","http://web.archive.org/web/20141219081813/http://www.lyngsat-logo.com/tv/c_1.html","http://web.archive.org/web/20141219081813/http://www.lyngsat.com/tvchannels/uy/Canal-U.html","Intelsat 805","55.5�W","3987 V","DVB-S2 8PSK MPEG-4","3330 3/4","","","Sp","Hemi 37.5-43","Costactc 140917","",""
"20150102195325","South America","Uruguay","","","","","","","","","","","","","","",""
"20150102195325","South America","Uruguay","Charr�a TV","","","","","","","","","","","","","",""
"20150102195325","South America","Uruguay","Misi�n Vida TV","","","","","","","","","","","","","",""
"20150102195325","South America","Uruguay","Tala Vision","","","","","","","","","","","","","",""
"20150102195325","South America","Uruguay","Tev� Ciudad","http://web.archive.org/web/20141219081813/http://www.lyngsat-logo.com/tvchannel/uy/Teve--Ciudad.html","http://web.archive.org/web/20141219081813/http://www.lyngsat.com/tvchannels/uy/Teve-Ciudad.html","Telstar 12, Hispasat 1D","15.0�W, 30.0�W","12170 H, 11909 V","DVB-S2 QPSK MPEG-4, DVB-S2 8PSK MPEG-4","45000 5/6, 7200 3/5","Irdeto, ","","Sp, Sp","Pan America, America 48","E Scherschener 110201, A Marques 2 120901","",""
"20150102195325","South America","Uruguay","TV Nacional Uruguay","http://web.archive.org/web/20141219081813/http://www.lyngsat-logo.com/tv/t_1.html","http://web.archive.org/web/20141219081813/http://www.lyngsat.com/tvchannels/uy/TV-Nacional-Uruguay.html","Telstar 12, Hispasat 1D, Sim�n Bol�var, Galaxy 3C","15.0�W, 30.0�W, 78.0�W, 95.0�W","12170 H, 11909 V, 11535 H, Ku","DVB-S2 QPSK MPEG-4, DVB-S2 8PSK MPEG-4, DVB-S MPEG-2, DSS","45000 5/6, 7200 3/5, 4340 3/4, ","Irdeto, Irdeto, , Videoguard","DirecTV Latin America","Sp, Sp, Sp, Sp","Pan America, America 48, South, ","E Scherschener 110201, A Marques 2 120824, Everildo UY 120509, D Guzm�n 130225","",""
"20150102195325","South America","Uruguay","VTV+","http://web.archive.org/web/20141219081813/http://www.lyngsat-logo.com/tv/v_1.html","http://web.archive.org/web/20141219081813/http://www.lyngsat.com/tvchannels/uy/VTV-.html","","","","","","","","","","","",""
"20150102195325","South America","Paraguay","Canal 13","http://web.archive.org/web/20150216170427/http://www.lyngsat-logo.com/tv/c_1.html","http://web.archive.org/web/20150216170427/http://www.lyngsat.com/tvchannels/py/Canal-13.html","Telstar 12, Amazonas 3, Amazonas 3","15.0�W, 61.0�W, 61.0�W","11920 H, 4156 H, 11738 V","DVB-S2 8PSK MPEG-4, DVB-S MPEG-2, DVB-S MPEG-2","45000, 2813, 40000 2/3","Betacrypt, , Conax","Inter Satelital, , Claro Chile","Sp, Sp, Sp","Pan America, America, South America","J Toro 140321, D Dragos 130126, J Verde 130430","",""
"20150102195325","South America","Paraguay","","","","","","","","","","","","","","",""
"20150102195325","South America","Paraguay","InterCable","","","","","","","","","","","","","",""
"20150102195325","South America","Paraguay","Latele","http://web.archive.org/web/20150216170427/http://www.lyngsat-logo.com/tv/l_1.html","http://web.archive.org/web/20150216170427/http://www.lyngsat.com/tvchannels/py/Latele.html","Intelsat 14","45.0�W","3759 V","DVB-S MPEG-2","4412 3/4","","","Sp","Americas 0-43.5","Abbie 100929","",""
"20150102195325","South America","Paraguay","Paraguay TV","http://web.archive.org/web/20150216170427/http://www.lyngsat-logo.com/tvchannel/py/Paraguay-TV-HD.html","http://web.archive.org/web/20150216170427/http://www.lyngsat.com/tvchannels/py/Paraguay-TV.html","","","","","","","","","","","socket hang up",""
"20150102195325","South America","Paraguay","Paravision","http://web.archive.org/web/20150216170427/http://www.lyngsat-logo.com/tv/p_1.html","","","","","","","","","","","","",""
"20150102195325","South America","Paraguay","Red Guaran�","http://web.archive.org/web/20150216170427/http://www.lyngsat-logo.com/tv/r_1.html","http://web.archive.org/web/20150216170427/http://www.lyngsat.com/tvchannels/py/Red-Guarani.html","Eutelsat 113 West A","113.0�W","3714 V","DVB-S MPEG-2","2120 3/4","","","Sp","C 2","Pana 130812","",""
"20150102195325","South America","Paraguay","Telefuturo","http://web.archive.org/web/20150216170427/http://www.lyngsat-logo.com/tvchannel/py/TeleFuturo.html","http://web.archive.org/web/20150216170427/http://www.lyngsat.com/tvchannels/py/Telefuturo.html","Telstar 12, Intelsat 14, Amazonas 3","15.0�W, 45.0�W, 61.0�W","11920 H, 3759 V, 11738 V","DVB-S2 8PSK MPEG-4, DVB-S MPEG-2, DVB-S MPEG-2","45000, 4412 3/4, 40000 2/3","Betacrypt, BISS, Conax","Inter Satelital, , Claro Chile","Sp, Sp, Sp","Pan America, Americas 0-43.5, South America","J Toro 140321, Pana 150314, J Verde 130430","",""
"20150102195325","South America","Paraguay","TV C�mara","http://web.archive.org/web/20150216170427/http://www.lyngsat-logo.com/tvchannel/py/TV-Camara.html","http://web.archive.org/web/20150216170427/http://www.lyngsat.com/tvchannels/py/TV-Camara.html","Intelsat 11","43.1�W","3825 H","DVB-S2 QPSK MPEG-4","7500 3/4","","","Sp","Americas & Europe 0-40.5","Pana 141002","",""
"20150102195325","South America","Paraguay","","","","","","","","","","","","","","",""
"20150102195325","South America","Paraguay","TV del Este","","http://web.archive.org/web/20150216170427/http://www.lyngsat.com/tvchannels/py/TV-del-Este.html","Intelsat 14","45.0�W","4186 H","DVB-S2 MPEG-4","4960 3/5","","","Sp","Americas 0-43.5","Pana 140622","",""
"20150102195325","South America","Paraguay","TV Itap�a","http://web.archive.org/web/20150216170427/http://www.lyngsat-logo.com/tvchannel/br/TV-Itapua.html","http://web.archive.org/web/20150216170427/http://www.lyngsat.com/tvchannels/py/TV-Itapua.html","Intelsat 14","45.0�W","4186 H","DVB-S2 MPEG-4","4960 3/5","","","Sp","Americas 35.5-39.5","Pana 140622","",""
"20150102195325","South America","Peru","Andina TV","http://web.archive.org/web/20141219214710/http://www.lyngsat-logo.com/tv/a_1.html","","","","","","","","","","","","",""
"20150102195325","South America","Peru","ATV Sur","http://web.archive.org/web/20141219214710/http://www.lyngsat-logo.com/tv/a_1.html","http://web.archive.org/web/20141219214710/http://www.lyngsat.com/tvchannels/pe/ATV-Sur.html","Intelsat 805, Intelsat 805","55.5�W, 55.5�W","3747 H, 3794 H","DVB-S2 QPSK MPEG-4, DVB-S2 QPSK MPEG-4","1600 3/5, 1600 2/3","","","Sp, Sp","Hemi 37.5-43, Hemi 37.5-43","Marval 450 141011, RDSantiago 120409","",""
"20150102195325","South America","Peru","","","","","","","","","","","","","","",""
"20150102195325","South America","Peru","ATV+","http://web.archive.org/web/20141219214710/http://www.lyngsat-logo.com/tv/a_1.html","http://web.archive.org/web/20141219214710/http://www.lyngsat.com/tvchannels/pe/ATV-.html","Intelsat 805, Intelsat 805","55.5�W, 55.5�W","3776 H, 3776 H","DVB-S2 8PSK MPEG-4, DVB-S2 8PSK MPEG-4 HD","7996 3/5, 7996 3/5","","","Sp, Sp","Hemi 37.5-43, Hemi 37.5-43","N Schlammer 141015, N Schlammer 141015","",""
"20150102195325","South America","Peru","","","","","","","","","","","","","","",""
"20150102195325","South America","Peru","Bethel TV","http://web.archive.org/web/20141219214710/http://www.lyngsat-logo.com/tvchannel/pe/Bethel-TV.html","http://web.archive.org/web/20141219214710/http://www.lyngsat.com/tvchannels/pe/Bethel-TV.html","","","","","","","","","","","",""
"20150102195325","South America","Peru","","","","","","","","","","","","","","",""
"20150102195325","South America","Peru","","","","","","","","","","","","","","",""
"20150102195325","South America","Peru","","","","","","","","","","","","","","",""
"20150102195325","South America","Peru","","","","","","","","","","","","","","",""
"20150102195325","South America","Peru","","","","","","","","","","","","","","",""
"20150102195325","South America","Peru","Canal de Noticias del Congreso","","","","","","","","","","","","","",""
"20150102195325","South America","Peru","CTC","","","","","","","","","","","","","",""
"20150102195325","South America","Peru","Cusco TV 47","","","","","","","","","","","","","",""
"20150102195325","South America","Peru","Exitosa TV","http://web.archive.org/web/20141219214710/http://www.lyngsat-logo.com/tvchannel/pe/Exitosa-TV.html","http://web.archive.org/web/20141219214710/http://www.lyngsat.com/tvchannels/pe/Exitosa-TV.html","SES 6","40.5�W","3909 L","DVB-S2 8PSK MPEG-4","2455 3/4","","","Sp","Hemi","N Schlammer 141107","",""
"20150102195325","South America","Peru","Foro TV","","","","","","","","","","","","","",""
"20150102195325","South America","Peru","Frecuencia Latina","http://web.archive.org/web/20141219214710/http://www.lyngsat-logo.com/tvchannel/pe/Frecuencia-Latina.html","http://web.archive.org/web/20141219214710/http://www.lyngsat.com/tvchannels/pe/Frecuencia-Latina.html","Telstar 12, Intelsat 805, Amazonas 2, Amazonas 3, Galaxy 3C","15.0�W, 55.5�W, 61.0�W, 61.0�W, 95.0�W","11920 H, 4142 H, 10728 H, 11738 V, Ku","DVB-S2 8PSK MPEG-4, DVB-S2 8PSK MPEG-4, DVB-S MPEG-2, DVB-S MPEG-2, DSS","45000, 5000 3/4, 28888 3/4, 40000 2/3, ","Betacrypt, , Nagravision 3, Conax, Videoguard","Inter Satelital, , Movistar, Claro Chile, DirecTV Latin America","Sp, Sp, Sp, Sp, Sp","Pan America, Hemi 37.5-43, South America, South America, ","F Gomes 110205, U Heep 130226, J Verde 130421, J Verde 130430, A Camargo 141007","",""
"20150102195325","South America","Peru","","","","","","","","","","","","","","",""
"20150102195325","South America","Peru","Global TV","http://web.archive.org/web/20141219214710/http://www.lyngsat-logo.com/tvchannel/pe/Global-TV.html","","","","","","","","","","","","",""
"20150102195325","South America","Peru","Hip�dromo de Monterrico","","","","","","","","","","","","","",""
"20150102195325","South America","Peru","Inkavision 31","","","","","","","","","","","","","",""
"20150102195325","South America","Peru","JN 19","http://web.archive.org/web/20141219214710/http://www.lyngsat-logo.com/tv/j_1.html","http://web.archive.org/web/20141219214710/http://www.lyngsat.com/tvchannels/pe/JN-19.html","Intelsat 805","55.5�W","3836 H","DVB-S2 QPSK MPEG-4","2500 3/4","","","Sp","Hemi 37.5-43","Alex Sosa 140422","",""
"20150102195325","South America","Peru","La Tele","http://web.archive.org/web/20141219214710/http://www.lyngsat-logo.com/tv/l_1.html","http://web.archive.org/web/20141219214710/http://www.lyngsat.com/tvchannels/pe/La-Tele.html","Intelsat 805, Amazonas 3","55.5�W, 61.0�W","3776 H, 11738 V","DVB-S2 8PSK MPEG-4, DVB-S MPEG-2","7996 3/5, 40000 2/3","Conax","Claro Chile","Sp, Sp","Hemi 37.5-43, South America","Alex Sosa 131108, J Verde 130504","",""
"20150102195325","South America","Peru","","","","","","","","","","","","","","",""
"20150102195325","South America","Peru","Panamericana TV","http://web.archive.org/web/20141219214710/http://www.lyngsat-logo.com/tvchannel/pe/PanAmericana-TV.html","","","","","","","","","","","","",""
"20150102195325","South America","Peru","Pax TV","","","","","","","","","","","","","",""
"20150102195325","South America","Peru","RBC TV","http://web.archive.org/web/20141219214710/http://www.lyngsat-logo.com/tv/r_1.html","http://web.archive.org/web/20141219214710/http://www.lyngsat.com/tvchannels/pe/RBC-TV.html","","","","","","","","","","","timeout of 10000ms exceeded",""
"20150102195325","South America","Peru","","","","","","","","","","","","","","",""
"20150102195325","South America","Peru","Sol TV","","","","","","","","","","","","","",""
"20150102195325","South America","Peru","Sur Per�","http://web.archive.org/web/20141219214710/http://www.lyngsat-logo.com/tv/s_1.html","http://web.archive.org/web/20141219214710/http://www.lyngsat.com/tvchannels/us/Sur-Peru.html","EchoStar 9/Galaxy 23, DirecTV 7S","121.0�W, 119.0�W","4033 V, Ku","DVB-S MPEG-2, DSS","8333 5/6, ","Videoguard","DirecTV USA","Sp, Sp","C 42-43, ","Abbie 140705, C Hoffman 080618","",""
"20150102195325","South America","Peru","TV La Luz","","","","","","","","","","","","","",""
"20150102195325","South America","Peru","TV Mundo","","","","","","","","","","","","","",""
"20150102195325","South America","Peru","TV Norte Chiclayo","http://web.archive.org/web/20141219214710/http://www.lyngsat-logo.com/tv/t_1.html","","","","","","","","","","","","",""
"20150102195325","South America","Peru","TV Per�","http://web.archive.org/web/20141219214710/http://www.lyngsat-logo.com/tvchannel/pe/TV-Peru.html","http://web.archive.org/web/20141219214710/http://www.lyngsat.com/tvchannels/pe/TV-Peru.html","Telstar 12, Intelsat 14, Amazonas 2, Galaxy 3C","15.0�W, 45.0�W, 61.0�W, 95.0�W","11920 H, 4110 H, 10728 H, Ku","DVB-S2 8PSK MPEG-4, DVB-S MPEG-2, DVB-S MPEG-2, DSS","45000, 4444 3/4, 28888 3/4, ","Betacrypt, , , Videoguard","Inter Satelital, , , DirecTV Latin America","Sp, Sp, Sp, Sp","Pan America, Americas 35.5-39.5, South America, ","F Gomes 110205, RDSantiago 110710, J Verde 130421, A Vivar 070601","",""
"20150102195325","South America","Peru","","","","","","","","","","","","","","",""
"20150102195325","South America","Peru","","","","","","","","","","","","","","",""
"20150102195325","South America","Peru","Viva TV","","","","","","","","","","","","","",""
"20150102195325","South America","Peru","Willax TV","","","","","","","","","","","","","",""
"20150102195325","South America","Venezuela","ANTV","http://web.archive.org/web/20141216103651/http://www.lyngsat-logo.com/tvchannel/ve/Asamblea-Nacional-TV.html","http://web.archive.org/web/20141216103651/http://www.lyngsat.com/tvchannels/ve/ANTV.html","","","","","","","","","","","socket hang up",""
"20150102195325","South America","Venezuela","","","","","","","","","","","","","","",""
"20150102195325","South America","Venezuela","Anzo�tegui TV","","","","","","","","","","","","","",""
"20150102195325","South America","Venezuela","Atel TV","http://web.archive.org/web/20141216103651/http://www.lyngsat-logo.com/tvchannel/ve/Atel-Television.html","http://web.archive.org/web/20141216103651/http://www.lyngsat.com/tvchannels/ve/Atel-TV.html","SES 6","40.5�W","4095 R","DVB-S MPEG-4","1800 3/4","","","Sp","Hemi","C Valbuena 140324","",""
"20150102195325","South America","Venezuela","Aventura TV","http://web.archive.org/web/20141216103651/http://www.lyngsat-logo.com/tv/a_1.html","http://web.archive.org/web/20141216103651/http://www.lyngsat.com/tvchannels/ve/Aventura-TV.html","","","","","","","","","","","",""
"20150102195325","South America","Venezuela","Canal I","http://web.archive.org/web/20141216103651/http://www.lyngsat-logo.com/tvchannel/ve/Canal-i.html","http://web.archive.org/web/20141216103651/http://www.lyngsat.com/tvchannels/ve/Canal-I.html","","","","","","","","","","","",""
"20150102195325","South America","Venezuela","","","","","","","","","","","","","","",""
"20150102195325","South America","Venezuela","Canal Informativo Movistar","http://web.archive.org/web/20141216103651/http://www.lyngsat-logo.com/tvchannel/ve/Canal-Informativo-Movistar.html","http://web.archive.org/web/20141216103651/http://www.lyngsat.com/tvchannels/ve/Canal-Informativo-Movistar.html","Amazonas 2","61.0�W","10888 V","DVB-S MPEG-2","28888 3/4","","","Sp","South America","J Verde 130427","",""
"20150102195325","South America","Venezuela","Catatumbo TV","http://web.archive.org/web/20141216103651/http://www.lyngsat-logo.com/tvchannel/ve/Catatumbo-TV.html","http://web.archive.org/web/20141216103651/http://www.lyngsat.com/tvchannels/ve/Catatumbo-TV.html","Sim�n Bol�var","78.0�W","11509 V","DVB-S MPEG-2","2900 3/4","","","Sp","North","Costactc 141226","",""
"20150102195325","South America","Venezuela","Colombeia","http://web.archive.org/web/20141216103651/http://www.lyngsat-logo.com/tv/c_1.html","http://web.archive.org/web/20141216103651/http://www.lyngsat.com/tvchannels/ve/Colombeia.html","SES 6, Sim�n Bol�var, Sim�n Bol�var","40.5�W, 78.0�W, 78.0�W","3634 R, 3885 V, 11380 H","DVB-S MPEG-2, DVB-S MPEG-2, DVB-S2 QPSK MPEG-4","2712 3/4, 23000 3/4, 42355 3/4","SkyPilot","","Sp, Sp, Sp","Hemi, C, North","Onacila 130428, Zip 33024 130708, Venesat 111007","",""
"20150102195325","South America","Venezuela","","","","","","","","","","","","","","",""
"20150102195325","South America","Venezuela","ContacTV","http://web.archive.org/web/20141216103651/http://www.lyngsat-logo.com/tvchannel/ve/ContacTV.html","http://web.archive.org/web/20141216103651/http://www.lyngsat.com/tvchannels/ve/ContacTV.html","SES 6","40.5�W","3960 R","DVB-S MPEG-2","1259 7/8","","","Sp","Hemi","Onacila 140820","",""
"20150102195325","South America","Venezuela","","","","","","","","","","","","","","",""
"20150102195325","South America","Venezuela","Coquivacoa TV","","","","","","","","","","","","","",""
"20150102195325","South America","Venezuela","DAT TV","http://web.archive.org/web/20141216103651/http://www.lyngsat-logo.com/tv/d_1.html","http://web.archive.org/web/20141216103651/http://www.lyngsat.com/tvchannels/ve/DAT-TV.html","","","","","","","","","","","",""
"20150102195325","South America","Venezuela","Global TV","","","","","","","","","","","","","",""
"20150102195325","South America","Venezuela","Globovisi�n","http://web.archive.org/web/20141216103651/http://www.lyngsat-logo.com/tvchannel/ve/Globovision.html","http://web.archive.org/web/20141216103651/http://www.lyngsat.com/tvchannels/ve/Globovision.html","","","","","","","","","","","",""
"20150102195325","South America","Venezuela","","","","","","","","","","","","","","",""
"20150102195325","South America","Venezuela","","","","","","","","","","","","","","",""
"20150102195325","South America","Venezuela","Isla TV","http://web.archive.org/web/20141216103651/http://www.lyngsat-logo.com/tvchannel/ve/Isla-TV.html","http://web.archive.org/web/20141216103651/http://www.lyngsat.com/tvchannels/ve/Isla-TV.html","SES 6","40.5�W","3658 L","DVB-S2 8PSK MPEG-4","1666 5/6","","","Sp","Hemi","Bonou 2 140619","",""
"20150102195325","South America","Venezuela","Kingsportbet 1","","","","","","","","","","","","","",""
"20150102195325","South America","Venezuela","Kingsportbet 2","","","","","","","","","","","","","",""
"20150102195325","South America","Venezuela","Kingsportbet 3","","","","","","","","","","","","","",""
"20150102195325","South America","Venezuela","Kingsportbet 4","","","","","","","","","","","","","",""
"20150102195325","South America","Venezuela","LaTele","http://web.archive.org/web/20141216103651/http://www.lyngsat-logo.com/tv/l_1.html","http://web.archive.org/web/20141216103651/http://www.lyngsat.com/tvchannels/ve/LaTele.html","SES 6, Amazonas 2, Galaxy 3C","40.5�W, 61.0�W, 95.0�W","3883 R, 10888 V, Ku","DVB-S MPEG-2, DVB-S MPEG-2, DSS","26660 5/6, 28888 3/4, ","Nagravision 3, Videoguard","Movistar, DirecTV Latin America","Sp, Sp, Sp","Hemi, South America, ","N Chaves 080614, J Verde 130427, Astronauta 69 050422","",""
"20150102195325","South America","Venezuela","PDVSA TV","http://web.archive.org/web/20141216103651/http://www.lyngsat-logo.com/tv/p_1.html","http://web.archive.org/web/20141216103651/http://www.lyngsat.com/tvchannels/ve/PDVSA-TV.html","Sim�n Bol�var","78.0�W","11520 V","DVB-S MPEG-2","4444 3/4","","","Sp","North","Costactc 141019","",""
"20150102195325","South America","Venezuela","","","","","","","","","","","","","","",""
"20150102195325","South America","Venezuela","Promar TV","http://web.archive.org/web/20141216103651/http://www.lyngsat-logo.com/tv/p_1.html","http://web.archive.org/web/20141216103651/http://www.lyngsat.com/tvchannels/ve/Promar-TV.html","Telstar 12, SES 6","15.0�W, 40.5�W","12044 H, 4136 R","DVB-S2 8PSK MPEG-4, DVB-S2 8PSK MPEG-4","45000, 3000 5/6","Betacrypt, ","Inter Satelital, ","Sp, Sp","Pan America, Hemi","J Toro 140321, Alex Sosa 111023","",""
"20150102195325","South America","Venezuela","","","","","","","","","","","","","","",""
"20150102195325","South America","Venezuela","Spotweb TV","","","","","","","","","","","","","",""
"20150102195325","South America","Venezuela","TeleAragua","http://web.archive.org/web/20141216103651/http://www.lyngsat-logo.com/tvchannel/ve/Telearagua.html","http://web.archive.org/web/20141216103651/http://www.lyngsat.com/tvchannels/ve/TeleAragua.html","","","","","","","","","","","socket hang up",""
"20150102195325","South America","Venezuela","","","","","","","","","","","","","","",""
"20150102195325","South America","Venezuela","Telecolor","http://web.archive.org/web/20141216103651/http://www.lyngsat-logo.com/webtv/t_1.html","","","","","","","","","","","","",""
